,file,artist,title,lyrics,tags,mood
9330,TRAYJHF128F4294CB8.h5,K'Naan,Smile,"My tragedy's different
My life's deep, listen,
Gotta bail, I'm limpin
Walked outta hell's kitchen
Why bother cherishin'
My past is everything, wrong, and my arrogance
Walk down the stairs pissin'
Cop us 'cause they're bitchin'
Life isn't fair, singin'
Blues and my rap drippin'
Ooze out the blood sinkin
Deep down to earth thinking
Leave out a nerp chicken
I should run, forfeit, and everything I know listen!

I was the misdirected
I was the least expected
Hop on and get rejected
Walk on and feel neglected
I feel like I'm the message
Unheard but I'm the message
I'm the last prolific remaining offer from the gutter

Shot was my girlfriend
When we was younger
Her I was scarred yo
Bullets I survived though
Death it's came easy
Truth the games needs me
Never let them see me down, smile while I'm bleeding

Smile when your struggling
Smile when you're in jail
Smile when your dead broke
Smile and the rents due
Smile you ain't got friends now
Smile and no one knows you
Never let them see you down smile while you bleeding
Smile when he leaves you
Smile cause girl he needs you
Smile plenty single mothers cry the tears you do
Smile despite the war
Smile despite the pain yo
Never let them see you down smile while you bleeding

To my man Kareem in prison
I can't speak your name
It hurt me that you never listened
It can't be the same
I had to grow my intuition
Had me deep in pain
'Cause I knew my options were either broke or the prison chains
I can't do it
I can't see it, look
Dammit, I can't blow it
I got a judge telling me my life's key
They will throw it
No sir
I plan to have a chauffeur
It seems to me this chopping crack is really going no where

Therefore
I'm resurrected
They call me
The poor injection
I infect you with the real
The dustyfeetphilosahectagos
I spit, so sick
I skid out
I'm fallin'
I'm shit outta luck and I'm trapped but I'll get out

Can you help me
I'm going crazy
My mom plays trix and I beat on the floor like bush wick
My fists bloody and blistered
A pair like I'm ballistic
I just stare at the red and smile while I'm bleeding

There are a few things you gotta take into account
I'm not an entertainer I've never been a clown
I was born where the mothers give birth while they frown
I would walk with the kids that would bra sound ah
Never really thought I'd make it to fourteen
And anybody wanted to fight I was most keen
Plus I had a little temper it was often foreseen
Yo say something bout my momma id shoot ya dead out clean
But ya gotta keep in mind that I grew up Mogadishu (tell em)
The only law was gun law
And we don't walk with a pistol
You get laughed at for being so insensitive to the environment
Cause how will you be heard when those big boys are firin'
War is no place for a child
Especially if hes rollin' with an ak and a smile
He had witnesses on mother bloody in a towel
But please, please, please, please
But never let 'em see you down smile while you bleedin'","['Hip-Hop', 'hip hop', 'rap', 'underground hip-hop', 'political', 'smile', 'somalia', 'autobiographical', 'never gonna hear it on the radio', 'amazing chorus', 'never let them see you bleed', 'indie', 'reggae', 'canada', 'favorites', 'happy', 'acoustic', 'Canadian', 'Awesome', 'african', 'spoken word', 'party', '2007', 'intense', 'Uplifting', 'male vocalists', 'soulful', 'live', 'underground hip hop', '2005', 'conscious hip-hop', '2000s', 'positive', 'conscious', 'somalian', 'good hiphop', 'African music', 'moron', 'Great hook', 'blka10k', 'the strombo show', 'somali', 'As above so below', 'Knaan', 'hip hop tag', 'inner strength', 'i know you have a little life in you yet', 'death by killer hook', 'triumph of the quixotic', 'to walk out on a limb and find that it holds', 'i was scarred yo i survived tho', 'the dusty foot on the road', 'the dusty foot philosopher', 'lyrically efficient', 'Pain Wave', 'northernblondies hood']",1
9333,TRBIGRY128F42597B3.h5,Sade,All About Our Love,"It's all about our love
So shall it be forever
Never ending

After all this time
After all is said and done

We have seen some
Suffering baby
It has not always been perfect

After all this time
After all is said and done

Darling we know it
Whatever may come
We can get through it
As if its just begun
Oh its just begun

It's all about our love
So shall it be forever
Never ending
Darling we know it

After all this time
After all said and done

After all this time
After all said and done","['soul', 'Sade', 'female vocalists', 'jazz', 'chillout', 'Smooth Jazz', 'r&b', 'pop', 'chill', 'funk', 'Love', 'romantic', 'Mellow', 'female vocalist', 'british', 'folk', 'ambient', 'dub', 'easy listening', 'RB', 'soft rock', 'MJ- Soul Strollin', 'vocal', 'sexy', 'blues', 'lounge', 'prince', 'smooth', 'rnb', 'Neo-Soul', 'rustycanucksoul', 'tantotempotaste', 'female', '80s', 'UK', 'beautiful', 'late night', 'download', 'funky', 'ethereal', 'melancholic', 'nice', 'f', 'altparty', 'good', 'love songs', 'suave', 'Ballad', '2011', 'relax', 'chill out', 'lovely', 'english', 'nostalgia', 'michael buble', 'love song', '2000s', 'favorite by this singer', '7 of 10 stars', 'Old School soul', '2000', 'lush', 'ladies', 'jazz vocalists', 'tranqui', 'lounge jazz', 'VivaNOLA 1', 'vivanola - Chill', 'mood music', 'i love you', '2 of 10 stars', 'good mood', 'The British are coming', 'Pop Life', 'goldies', 'voicescape', 'wedding songs', 'Sofa', 'my stuff', 'My Jazz', 'spring 2014', 'play it loud loud loud', 'summer yum', 'love soul', 'at work', 'Vocal Chill', 'elevator to heaven', 'that that summer', 'as if i could do it all over again', 'romantic background', 'soundtrack to a night on the kitchen floor', 'Wonderful Women', 'baklawa', 'remind', 'niepewnie', 'Z3PO like this', '-yulunga-', 'Seashells Symphonies', '-slow-pop-', 'steady away']",2
9342,TRBHKKK128F427E9FF.h5,3 Doors Down,Better Life,"Well I'm about to be on the floor again
Surely you're gonna find me here
Well I'm about to sleep until the end of time
Drug I take gonna wake my fear right now

I'm passing away onto the better life
I'm passing away onto the better

Well I'm about to see just how far I can fly
Surely you're gonna break my fall
Well I'm about to run as fast as I can
Headlong into that wall this time

I'm passing away onto the better life
I'm passing away onto the better

Onto the better life
Onto the better

I'm about to be on the floor again
Surely you're gonna find me here
Well I'm about to sleep until the end of time
Drug I take gonna wake my fear right now

I'm passing away onto the better life
I'm passing away onto the better
I'm passing away onto the better life
I'm passing away onto the better
Onto the better","['rock', 'alternative rock', 'alternative', '3 Doors Down', 'hard rock', 'classic rock', 'post-grunge', 'country', 'Grunge', 'emo', 'american', 'better life', 'metal', 'punk', 'rap', 'soft rock', '90s', '6 of 10 stars', 'classicrock', 'Hip-Hop', 'pop', '80s', 'female vocalists', 'USA', 'favorites', 'acoustic', 'country-rock', 'Radio', 'great', 'punk rock', 'melancholic', 'loved', 'modern rock', 'male vocalist', 'male vocalists', '00s', 'Ballad', 'relax', 'alt rock', 'english', 'wild', 'hier', 'american artist', 'good music', 'rockin', 'hair bands', 'sound storm', 'personal', 'Adrenalin', '5 of 10 stars', 'Slipknot', 'viagem', 'alternative punk', 'american rock', 'general', 'my stuff', 'tracks i know', 'ooo', 'Doppel Rockwutz', 'teenwutz', 'good pop and rock', 'metallsplitter', 'Rockin stuff', 'emopunkrock', 'Joi', 'link', '3 doors', 'p-day', 'frankfurth', 'stephsfavs', '3dorosdown1', 'Better Life- 3 DD', 'Fratras', 'lehugeur', 'piggu music', '3 doors down-better life', 'final3', 'Here By Me', 'yao gun yin yue', 'iceblue']",2
9343,TRBHCXR128F92E7D0E.h5,Descendents,Cheer,"It's been so long since I've had a smile
I've been down for such a long while
If you could cheer me up, I could learn to love you
You kiss me now and I'll turn away
I think I'm still kissing yesterday
If you could cheer me up, I could learn to love you
So love me, and cheer me up
Show me you're the one who can make me happy
Love me, and cheer me up
Show me you're the one who can make me happy
Cheer me up, c'mon and cheer me up
I don't wanna spend the rest of my days in yesterdays daydream... no...
It looked bad, but it felt good
I feel my heart though you're knocking on wood
If you chould cheer me up, I could learn to love you
So generous, on being kind
With selfishness in the back of my mind
If you chould cheer me up, I could learn to love you
So love me, and cheer me up
Show me you're the one that can make me happy
So love me, and cheer me up
Show me you're the one that can make me happy
Cheer me up, c'mon and cheer me up
I don't wanna spend the rest of my days in yesterdays daydream
Don't wanna spend the rest of my days in yesterdays promises
It's been so long since I've had a smile
I stayed sad for such a long while
If you chould cheer me up, I could learn to love you
So love me, and cheer me up
Show me you're the one who can make me happy
Love me, and cheer me up
Show me you're the one who can make me happy
Cheer me up, c'mon and cheer me up","['punk', '80s', 'pop punk', 'Stuff I liked in High School', 'hardcore', 'favorites', 'memories', 'happy', 'Awesome', '2004', 'Pop-punk', 'depression', 'FUCKING AWESOME', 'hmmm', '4 Stars', 'anthem', 'Fun to sing', 'fun to skateboard to', 'second-wave punk', 'favourite songs i dont have', 'Sounds Like Trent', 'tugs at me heart strings', 'penita', 'punk depression', 'depressing memories']",1
9367,TRAPAZE128F4233355.h5,Anti-Flag,Death Of A Nation,"When all you need!...
Was a little motivation!
They pointed fingers and yelled...
Dead generation!
When all you need was a little care
All you got was an old white hair blank stare!
Have you ever needed an ounce of love
And all you got was a whole lot of fucked!

So say your prayers
It's the death of a nation
Say your prayers
For the dead generation

Condescending broad generalizations
Get real old real fast
Yeah!
Just because most hippies and their parents have sold out!
Does not mean that you (Yeah, you!)
Your children (Your children!)
And their kids won't last!

So say your prayers
It's the death of a nation
Say your prayers
For the dead generation

Say your prayers
It's the death of a nation
Say your prayers
For the dead generation

Agressivness is godliness
Combativness is holiness
Destructiveness is faithfullness! Yeah!
Deadliness is devoutness!

Praying to a god that they created!
And know damn well does not exist!
We find them on their knees...","['punk', 'punk rock', 'political', 'political punk', 'hardcore', 'Anti-Flag', 'seen live', 'rock', 'anti flag', 'fantastic', '2003', 'death', '1', 'male vocalist', 'great lyrics', 'melodic hardcore', 'punkrock', 'anarchist', 'anarcho punk', 'hardcore punk', 'Yay', '2000s', 'english lyrics', 'sing along', 'different', 'happiness', 'Meaningful', 'hot topic', 'posers', 'anti', 'loves it', 'roskilde 08', 'anarchie', 'nation', 'First Choice', 'GI joe does not approve', 'vv', 'the terror state', 'mall punk', 'vesterbro08', 'got 2 get', 'singlesphere', 'Death Of A Nation-Anti Flag', 'a document of dissent', 'death of a nation', 'eat a bag of dicks', 'k1r7m']",1
9393,TRADYYK128F145FE74.h5,The Velvet Underground,I Heard Her Call My Name,"Here she comes now, now
She's gone, gone, gone
Ready, ready, ready, ready, ready
Got my eyes wide open

Ever since I was on cripples Monday
Got my eyeballs on my knees
Aww my baby walkin' after hours with Mad Mary Williams
Said she never understood a word from me because

I know that she cares about me
I heard her call my name (Heard her call my name)
And I know that she's long dead and gone (Heard her call my name)
Still it ain't the same (Heard her call my name)

When I wake up in this morning, mama (Heard her call my name)
I heard her call my name (Heard her call my name)
I know that she's gone, gone, gone (Heard her call my name)
I heard her call my name and then my mind split open

Here she comes now, now
She's gone, gone, gone
Ready, ready, ready, ready, ready
Got my eyes wide open

Ever since I was on cripples Monday
Got my eyeballs on my knees
After hours with Mad Mary Williams
Said she never understood a word from me

I know that she cares about me
I heard her call my name (Heard her call my name)
And I said that she's long dead and gone (Heard her call my name)
Still she ain't the same (Heard her call my name)

When I woke up in the morning, mama (Heard her call my name)
I heard her call my name, no, no (Heard her call my name)
I know that she's gone, gone, gone (Heard her call my name)
Still I heard her call my name and then my mind split open","['proto-punk', 'rock', '60s', 'psychedelic', 'classic rock', 'noise rock', '1968', 'experimental', 'Psychedelic Rock', 'noise', 'Experimental Rock', 'alternative', 'alternative rock', 'art rock', 'american', 'garage', 'Avant-Garde', 'Rock and Roll', 'Morose Deep dilate Crimson', 'punk', 'Garage Rock', 'Favourites', 'Velvet Underground', 'velvets', 'Protopunk', 'where is my bong', 'gdchills60s', 'indie', 'classic', 'Hard', 'new york', 'Progressive rock', 'USA', 'weird', 'drums', 'thrash metal', 'drone', 'punk rock', 'frantic', 'death metal', 'aggressive', 'fip', 'loved', 'cool', 'chaotic', 'heard on Pandora', ""60's"", 'fav', 'brilliant', 'distortion', 'hippie', 'velvet', 'manic', 'classics', 'sixties', 'Hmm', 'Soundtrack des Lebens', 'eclectonia', 'title is a full sentence', '1960s', '6 of 10 stars', 'a subtle use of vocal harmony', 'major key tonality', 'a dynamic male vocalist', 'electric rock instrumentation', 'Brutal Death Metal', 'tops', 'want', 'The Velvet Underground', 'pumped up', 'ponyrape', 'Guitar Solo', 'catchy as hell', 'groove based composition', 'bitchin', 'VU', 'more kvlt than bumzur', '1001 albums you have to hear before you die', 'killer solo', 'fuzzy guitar goodness', 'favourite guitar', 'music to make love to', 'sonic terrorism', 'great solos', 'and then my mind split open', 'noise annoys', 'makesmewannamovemyass', 'Solomusika-Loved', 'americain', 'andy warhol', 'Resistance is futile', 'A Side', 'shake a feather', 'rex ferric faves', 'an electric guitar solo', 'aberrant mental states', 'ponyrape ultra', 'olspur', 'US rock', 'a girl that i once knew']",3
9412,TRBCSSE12903CBE261.h5,Alice In Chains,Take Her Out,"Here I am again
I feel time is draggin' on
Aren't you getting tired of me?
Whinging, overdrawn

Faceless, blind
Want to take her out again
She's not just mine
Want to take her out again

In a bodiless embrace
Thriving, I have grown
Fickle. changing grip, replaced
Choking, take it all

Faceless, blind
Want to take her out again
She's not just mine
Want to take her out again

Dedicated, true to form
Still the only one
Only guarantee
Continue after I am done

Faceless, blind
Want to take her out again
She's not just mine
Want to take her out again","['Grunge', 'alternative rock', 'alternative metal', 'hard rock', 'heavy metal', 'metal', 'Alice in Chains', 'rock', 'doom metal', 'alternative', 'seattle', 'Jerry Cantrell', 'favorites', 'epic', '90s', '00s', 'Masterpiece', '2009', 'dark', 'Awesome', 'folk metal', 'favourite', 'Psychedelic Rock', 'stoner metal', 'great solo', '8 of 10 stars', 'sludge metal', '3 stars', '10 of 10 stars', '6 of 10 stars', 'forgiving', 'groove metal', 'northwest', 'not grunge', 'seattle sound', 'Mastodon', 'awesome voice', 'that riff', 'angie and dave', 'angiedave', 'Tema Increible', 'Seattle-Sound', 'to own and possess', 'laMiaMusica']",2
9422,TRATOAJ128F422F6A7.h5,Dimmu Borgir,Puritania,"We do away with your kind 
Count down to exterminate the human race 
Four, three, two, one

Let chaos entwine 
On defenseless soil 
Remove errors of man 
And sweep all the weakening kind 

I am war, I am pain 
I am all you've ever slain 
I am tears in your eyes 
I am grief, I am lies 

Bygone are tolerance 
And presence of grace 
Scavengers are sent out 
To cleanse the human filth parade

I am pure, I am true 
I am all over you 
I am laugh, I am smile 
I am the earth defiled 

I am the cosmic storm 
I am the tiny worms 
I am fear in the night 
I am bringer of light

Earth ... successfully ... erased ...","['black metal', 'Symphonic Black Metal', 'melodic black metal', 'metal', 'symphonic metal', 'industrial metal', 'industrial', 'norwegian', 'Norwegian Black Metal', 'industrial black metal', 'dimmu borgir', 'death metal', 'Melodic Death Metal', 'melodic metal', 'Norway', 'Dark metal', 'puritania', 'heavy metal', 'dark', 'Gothic Metal', 'scandinavian', 'Awesome', 'Symphonic Extreme Metal', 'Extreme Metal', 'nordic metal', 'evil shit', 'seen live', 'symphonic', 'Favourites', 'Black', 'norwegian metal', 'electronic', 'hard rock', 'speed metal', 'guitar', 'favourite', 'Favorite', 'best', 'anti-christian', 'Masterpiece', 'powerful', 'Brutal Death Metal', 'sympho black metal', '666', 'dalek', 'sympho black', 'dimmu', 'darlek song', 'galder']",2
9438,TRBECBM128F426AA34.h5,Ricky Martin,She's All I Ever Had,"Here I am
Broken wings
Quiet thoughts
Unspoken dreams
Here I am
Alone again
And I need her now
To hold my hand

She's all, she's all I ever had
She's the air that I breathe
She's all, she's all I ever had

It's the way she makes me feel
It's the only thing that's real
It's the way she understands
She's my lover, she's my friend
And when I look into her eyes
It's the way I feel inside
Like the man I want to be
She's all I ever need

So much time
So much pain (but)
There's one thing
That still remains (It's the)
The way she cared
The love we shared
And through it all
She's always been there

She's all, she's all I ever had
In a world so cold, so empty
She's all, she's all I ever had

It's the way she makes me feel
It's the only thing that's real
It's the way she understands
She's my lover, she's my friend
And when I look into her eyes
It's the way I feel inside
Like the man I want to be
She's all I'll ever need","['pop', 'latin', '90s', 'Love', 'love songs', 'Ballad', 'male vocalists', 'Ricky Martin', 'slow', 'latin pop', '1999', 'beautiful', 'spanish', ""80's"", 'Pop Latino', 'rock', 'soul', 'sexy', 'sad', 'dance', 'easy listening', 'soft rock', 'adult contemporary', 'other', 'thoughtful', 'pretty', 'soft', 'rnb', 'reflection', 'relaxing', 'great song', 'cool', 'male vocalist', '00s', 'hot', 'desire', 'top 40', 'lonely', 'english', 'nostalgia', 'emotion', 'Island', 'growing up', 'smile', 'breakup', 'loneliness after dusk', 'pozytywne wibracje', 'favorite song', 'all the best', 'Dream', '7 of 10 stars', 'ballads', 'america', 'unknown', 'Puerto Rican', 'project', '3 of 10 stars', 'relationship', '90s pop', 'Pop Life', 'cuddly', 'my soundtrack', 'nostalgie', 'secada', 'top song radio', 'daves current favourites', 'valentinesdaylove', 'retrospective', 'major', 'beautiful ballad', 'popLove', 'Ricky', 'romantic love songs', 'Best Songs of the 90s', 'kuschelrock', 'romantically', 'feel better songs', 'Random1', 'pop music tag', 'ioshi', 'triplove', 'hop-bec', 'Sad Soft Rock', 'Kanal 31', 'groel', 'Single I have']",2
9449,TRBDSFP128E07937B9.h5,Temple Of The Dog,Hunger Strike,"I don't mind stealing bread
From the mouths of decadence
But I can't feed on the powerless
When my cup's already overfilled, yeah

But it's on the table, the fire's cooking
And they're farming babies while slaves are all working
Blood is on the table and their mouths are choking
But I'm going hungry, yeah

I don't mind stealing bread
From the mouths of decadence
But I can't feed on the powerless
When my cup's already overfilled

But it's on the table, the fire's cooking
And they're farming babies while slaves are all working
And it's on the table, the mouths are choking

But I'm going hungry (going hungry)
I'm going hungry (going hungry)
I'm going hungry (going hungry)
I'm going hungry (going hungry)

I'm going hungry (going hungry)
I'm going hungry (going hungry)

Yeah, I don't mind stealin' bread (I don't mind)
No, I don't mind stealin' bread

I'm going hungry (going hungry)
I'm going hungry (going hungry)","['Grunge', 'rock', '90s', 'Temple of the Dog', 'seattle', 'alternative rock', 'alternative', 'Chris Cornell', 'eddie vedder', 'hunger strike', 'hard rock', 'pearl jam', 'favorites', 'soundgarden', 'classic rock', 'seattle sound', 'Favorite', 'Supergroup', 'duet', 'singer-songwriter', 'Awesome', '90s Rock', 'grunge classics', 'chill', 'beautiful', 'Tribute', 'memories', '1991', '90s grunge', 'great lyrics', 'indie rock', 'sad', 'favourite', 'melancholic', 'great song', 'loved', 'nostalgia', 'wrif-fm', 'favs', 'best songs ever', 'PJ', 'Mother Love Bone', 'Temple of the Dog - Hunger Strike', 'Consistent Dodo Radio - Flittering']",2
9454,TRAGFOI128F428E060.h5,Máire Brennan,Atlantic Shore,"You came here from a distant shore
By your side a friend and an open smile
Coming over the mountains
On the winding road
You sit at my table
As your stories unfold

Here is my home now
Looking out at the sea
Always wanted to be there
On Atlantic shore

How can we listen to your heart
When we cannot hear and understand ourselves
With a soul full of music
Still refusing to dance
But you knew all the old songs
You're a stranger no more

Here is my home now
Looking out at the sea
Always wanted to be there
On Atlantic shore

You know it's never been easy
I could have told you so
Your presence will linger
On Atlantic shore","['celtic', 'folk', 'new age', 'Maire Brennan', 'Irish Folk', 'irish', 'christian', 'enya', 'Clannad', 'female voice', 'celtic woman', 'chillout', 'female', 'ambient', 'female vocalists', 'world', 'beautiful', 'water', 'favourite', 'female vocalist', 'female vocal', 'vocalists', 'Female Voices', 'vocalist', 'Girl', 'Faves', 'ocean', 'ERA', 'brennan', 'sea music', 'Ricky', 'Moya Brennan', 'doSluchania', 'fast folk', 'The Brennans', 'pillage', 'CELTIC DREAM', 'mbrennan', 'pedro01', 'slightly too long']",4
9457,TRAONNA128F4268CCA.h5,Mobb Deep,Where Ya Heart At,"(Havoc talking)

Let's do it dunn... My man... That's why I keep my mouth tight.
Ain't got no worries for y'all niggaz man... y'all niggaz is crazy

(Prodigy)
Hey yo, its hell on earth down here the pavement scorching
Its more on roc when the Mobb walks in
Shit gets hot like a ill pot of grits spilled on you
Spit fire with nines but never squealed on you

I understood you should try to take my life
If I was you I would too damn right
If I had drama with a nigga like such as myself
I couldn't even sleep at night until...
I made things right
Pull out guns exchange a fight
Be the first to let off mines ignite the pipes...
And never let the daylight deceive
During the suns' hours niggaz do bleed
Aim for the waist and something on the top gets shot
Niggaz can't shoot never made a thing drop
Keep cream of the crop
Fresh out of box shit filled to the top
Smell the barrell when its bolt-locked nigga

Hook1 (PRODIGY)
Have you ever lost a loved one?
Or never understood love till you lost one?
Where your heart at?
I left mines behind with my dearly departed
Where your heart at? Strength missing
To take losses is the hardest
The ones that overcome be the calmest
Strive regardless. Where your heart at? Brave-hearted.
Now lets find out where niggaz hearts' at

(Havoc)
This is to my physical you gone... to me you still here
I be buggin thinking how you doin' up there
Probably watching over me calling out my fouls
Fuck with mad chicks but I take care of my child
I miss that ass tell God I said pardon me
If Your real; He'll forgive me (no doubt)
But I ain't crying no more about how you're gone
Used to hold me down niggaz front its on
Ain't wetting going to jail you better shoot me
Just lost my heart-If I die you comin' wit' me
Quickly while I'm pissy they're just bitches that's a little to frisky
Risky on point hope these cats is getting the point whisper out my name
Stand but please don't point call me paranoid
But I'm on point close by the stash joint Got you in my mind
I guess that's why the say love is blind

Hook 2 (PRODIGY)
Strength missing we take losses. be the hardest
The ones that overcome be the calmest. Strive regardless
Where your heart at? Brave-hearted.
You better finish what you started (dunn)
If you ever lost a loved one?
You'll never understand love till you lost one.
Where your heart at?
I left mines behind with my dearly departed
Where your heart at? Strength missing
To take losses be the hardest
The ones that overcome be the calmest
Strive regardless. Where your heart at? Brave-hearted.
Now lets find out where niggaz hearts' at

Have you ever lost a loved one?
You'll never understand love till you lost one.
Where your heart at?
I left mines' behind wit' my dearly departed
Now where your heart at?

(Prodigy)
I find myself dozing off with it (guns)
Waking up every forty minutes (dun)
Soaking wet dripped to death in it
On top of rules big barells and tools get tested
And hittin off makes my dick get erected
We all strive for a better tomorrow
But as far as today your ass gotsa' pay
And ain't no time better than the present one at hand
And never keep your shit too far from your hand

(Havoc)
Think about this are you with your hands on who you running with
Some timers, Playa' hata's and dick riders
Bent niggaz' that be crashin into dividers
Gettin' you into shit got that ass tied up
Got them la'd up got you comin' out of your vault
With no plans of giving back live in serious debt.
Your lady fucking other niggaz you a fool for her
Talking 'bout you got money you just using her
Actually losin' her...","['Hip-Hop', 'rap', 'mobb deep', 'relaxing', 'hip hop', 'dark', 'beautiful', 'Where ya heart at', 'chillout', 'new york', '90s', 'Prodigy', 'emotional', 'lonely', 'thought-provoking', 'classics', 'east coast rap', 'situations', 'Queensbridge', '5 of 10 stars', 'Biggie', 'stream', 'favorite track', 'Hood', 'havoc', 'finest', 'my hiphop', 'murda muzik', 'JointzzForYourMind', 'real life rhymes', 'i know that sample', 'kappe hiphop', 'oneshotnot', 'kocst', 'gangland']",2
9463,TRAPTOE128F4272000.h5,Akon,Don't Matter,"Oh-oh
Oh-oh woo-oh
Oh-oh
Oh-oh woo-oh

Nobody wanna see us together
But it don't matter, no ('cause I got you baby)
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight (we gon' fight)
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

Nobody wanna see us together
Nobody thought we'd last forever
I feel I'm hopin' and prayin'
Things between us don' get better

Men steady comin' after you
Women steady comin' after me
Seem, like everybody wanna go for self
And don't wanna respect boundaries

Tellin' you all those lies
Just to get on your side
But I must admit there was a couple secrets
I held inside

But just know that I tried
To always apologize
And I'mma have you first always in my heart
To keep you satisfied

Nobody wanna see us together
But it don't matter, no ('cause I got you baby)
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight (we gon' fight)
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

Got every right to wanna leave
Got every right to wanna go
Got every right to hit the road
And never talk to me no more

You don't even have to call
Even check for me at all
'Cause the way I been actin' lately
Has been off the wall

Especially towards you
Puttin' girls before you
And they watchin' everything I been doin'
Just to hurt you

Most of it just ain't ain't true (ain't true)
And they won't show you
How much of a queen you are to me
And why I love you, baby

Nobody wanna see us together
But it don't matter, no ('cause I got you baby)
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight (we gon' fight)
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

Oh-oh
Oh-oh woo-oh ('cause I got you baby)
Oh-oh
Oh-oh woo-oh ('cause I got you baby)

Ooh ('cause I got you baby)
Ooh ('cause I got you baby)

Nobody wanna see us together
But it don't matter, no ('cause I got you baby)
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight (we gon' fight)
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

Nobody wanna see us together
But it don't matter, no ('cause I got you baby)
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight (we gon' fight)
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no ('cause I got you baby)

Oh-oh
Oh-oh woo-oh ('cause I got you baby)
Oh-oh
Oh-oh woo-oh","['Akon', 'rnb', 'Hip-Hop', 'hip hop', 'rap', 'pop', 'Love', 'top 40', 'Dont Matter', 'r&b', 'male vocalists', '00s', 'akon - dont matter', 'reggae', 'gossip girl', 'Akon Dont Matter', '2007', 'dance', 'favorites', 'RB', 'summer', 'hiphop', 'rhythm and blues', 'konvicted', 'chillout', 'party', 'melancholy', 'san francisco', 'Matter', 'konvict', 'happy', 'techno', 'House', 'driving music', 'r and b', 'NYC', 'nostalgic', 'Ballad', 'senegal', 'english', '2006', ""r'n'b"", 'pop-rap', 'dont', 'reggae fusion', 'smoooth', 'my tunes', 'us number one', 'na na na', 'my parties', 'Missing Him', 'songs of the summer', 'KRIS', 'crowe', 'Akon is a genius', 'akon production', 'MT Massa', 'Soundtrack', 'trance', 'male', 'rock', 'favorite songs', 'USA', '2008', 'slow', 'epic', 'easy listening', 'urban', 'blues', 'night', 'Hope', 'american', 'Radio', 'top', 'smooth', 'screamo', '1', 'Favorite Artists', 'Like', 'favourite', 'fun', 'nice and slow', 'f', 'good', 'new jack swing', 'love songs', 'dj', 'rain', 'Favorite', 'shit', 'los angeles', 'sunny', '2010', 'love song', 'SUN', 'lost', 'E', 'fresh', '2000s', 'hip hop and rap']",1
9467,TRAMEBP12903CD7EEA.h5,Mink DeVille,Heaven Stood Still,"As a tear fades away
And the dawn dries a lover's eyes
No more tears, they're all gone
Just believe it will always be

My heart in your hand
Knows that all this belongs to me
And like the child here I stay
While your heart sings inside of me

One dream of my live
One night in eternity
The wind whispered soft to me
And heaven stood still

One sigh of the dawn
Sweet instant of memory
One celestial rhapsody
And heaven stood still","['rock', 'romantic', 'Dream', 'Tears', 'hopuke42', 'pivudo45', 'blues', 'blue', 'Bleu', 'blau', 'Mink Deville', 'cafard', 'male', 'jazz', 'soul', 'punk', 'sad', 'singer-songwriter', 'USA', 'Love', 'latin', 'cabaret', 'r&b', 'bluesy', 'quiet', 'fip', 'male vocalist', 'male vocalists', 'Ballad', 'cajun', 'Favorite', 'ruhig', 'love song', 'favorite song', 'red', 'heaven', 'ballade', 'famous', 'geil', 'piano ballad', 'toll', 'traurig', 'still', 'mink', 'willy', 'rockpalast', 'willy deville', 'js', 'tragisch', 'melodramatisch', 'sad maniac', 'DEVILLE', 'Latin USA']",2
