lyrics,mood
"My tragedy's different
My life's deep, listen,
Gotta bail, I'm limpin
Walked outta hell's kitchen
Why bother cherishin'
My past is everything, wrong, and my arrogance
Walk down the stairs pissin'
Cop us 'cause they're bitchin'
Life isn't fair, singin'
Blues and my rap drippin'
Ooze out the blood sinkin
Deep down to earth thinking
Leave out a nerp chicken
I should run, forfeit, and everything I know listen!

I was the misdirected
I was the least expected
Hop on and get rejected
Walk on and feel neglected
I feel like I'm the message
Unheard but I'm the message
I'm the last prolific remaining offer from the gutter

Shot was my girlfriend
When we was younger
Her I was scarred yo
Bullets I survived though
Death it's came easy
Truth the games needs me
Never let them see me down, smile while I'm bleeding

Smile when your struggling
Smile when you're in jail
Smile when your dead broke
Smile and the rents due
Smile you ain't got friends now
Smile and no one knows you
Never let them see you down smile while you bleeding
Smile when he leaves you
Smile cause girl he needs you
Smile plenty single mothers cry the tears you do
Smile despite the war
Smile despite the pain yo
Never let them see you down smile while you bleeding

To my man Kareem in prison
I can't speak your name
It hurt me that you never listened
It can't be the same
I had to grow my intuition
Had me deep in pain
'Cause I knew my options were either broke or the prison chains
I can't do it
I can't see it, look
Dammit, I can't blow it
I got a judge telling me my life's key
They will throw it
No sir
I plan to have a chauffeur
It seems to me this chopping crack is really going no where

Therefore
I'm resurrected
They call me
The poor injection
I infect you with the real
The dustyfeetphilosahectagos
I spit, so sick
I skid out
I'm fallin'
I'm shit outta luck and I'm trapped but I'll get out

Can you help me
I'm going crazy
My mom plays trix and I beat on the floor like bush wick
My fists bloody and blistered
A pair like I'm ballistic
I just stare at the red and smile while I'm bleeding

There are a few things you gotta take into account
I'm not an entertainer I've never been a clown
I was born where the mothers give birth while they frown
I would walk with the kids that would bra sound ah
Never really thought I'd make it to fourteen
And anybody wanted to fight I was most keen
Plus I had a little temper it was often foreseen
Yo say something bout my momma id shoot ya dead out clean
But ya gotta keep in mind that I grew up Mogadishu (tell em)
The only law was gun law
And we don't walk with a pistol
You get laughed at for being so insensitive to the environment
Cause how will you be heard when those big boys are firin'
War is no place for a child
Especially if hes rollin' with an ak and a smile
He had witnesses on mother bloody in a towel
But please, please, please, please
But never let 'em see you down smile while you bleedin'",1
"I got lost, couldn't find my way
And I guess there's nothing more to say
Love can make you blind, make you act so strange
But I'm here and here I will stay

So everyday I cry (everyday...)
Yes everyday I fall (everyday...)
Do you ever wonder why (everyday...)
Why I love everything about you

But everyday I say I'll try
To make my heart be still
Till then every way there is to cry
Ourselves to sleep we will

It picked me up, knocked me off my feet
I've got no way to explain
Still I love you, love you, love you but this fire inside
Will never see the light of day

So everyday goes by (everyday...)
And everyday I fall (everyday...)
It makes me wonder why (everyday...)
My life's worth nothing without you

But everyday I say I'll try
To make my heart be still
'Cause every way there is to cry,
Ourselves to sleep, we will

You'll never know, no, no, no, no, no
You'll never know just how close we were
You'll never know, no, no, no, no, no
You'll never know
No you'll never see

The book closes and we try to forget
But I know that things won't change
How we feel, how life goes on
And that seems so strange

And so the light fades away (everyday...)
Try, try, try as I may (everyday...)
I can't stop thinking about you
It seems my life's worth nothing without you

But everyday I say I'll try
To make my heart be still
Till then every way there is to cry,
Ourselves to sleep, we will

Everyday, everyday you know I try so hard
Everyday, everyday it gets a little harder

(Repeat...)",2
"Yo, yeah girl,
Can you hear that? It's playing our song..
Are you sleepy? Take a nap..
You're not afraid of the dark? Are you.?

You hear the beat as it makes ya not wanna go to sleep
I knock on Dakota's door, its locked so I go to creep
round the back, with binoculars, not cause I wanna peep
But because I'm hungry she smells like tacos I wanna eat
Visions of hot chocolatey marshmallows all so sweet
With sugar plums, oh look here comes Marshall he's on your street
He's placing hot smoldering charcoals beneath your feet
Now walk on 'em, he's dancing with carcasses cheek to cheek
Like a Thanksgiving turkey, or holiday ham
Cinnamon sprinkled on toast, strawberry marmalade jam
Flavor my favorite graham crackers with John Bennet Rams
I guess a modern day Jack the Ripper is all that I am

Cos when the lights are off, I see the girls asleep (My music box)
But I can hear my luck keep calling me (My music box)
When were worlds apart, you mean the world to me (My music box)
? I will answer (My music box)

Cos when the lights are off, I see the girls asleep (My music box)
I hear my music box, playing a song for me (My music box)
So when she twirls around do a whirl for me (My music box)
? (My music box)

I almost look comatose, who wants to be sober gross
I foam like a Doberman, mouth open I overdose
Put coke up my nostrils, in both my holes and I plug my nose
My pupils quadruple in size, eyes are so bugged I know
I put on my mother's make up, get naked and run around
Wavin' the gun around, I think I’m down to a hundred pounds
There's thunder, I wonder how come it rains but the sun is out
The devils upset with his wife, they must be sluggin' it out
I must be buggin' the f-ck out, but what the f-ck about?
Voices are leading me up to the attic, I love my house
They pull and they tug my blouse, the sound of a music box
Comes from inside a toy chest, but what do I do, it's locked
I pick it and open it but it’s stuffed full of human parts
I dig till I find it, I wind it up and the tune just starts
Its playing a song, so beautiful and the room is dark
The moon is full, I smell a funeral, guess I'll loom in the park

Cos when the lights are off, I see the girls asleep (My music box)
But I can hear my luck keep calling me (My music box)
When were worlds apart, you mean the world to me (My music box)
? I will answer (My music box)

Cos when the lights are off, I see the girls asleep (My music box)
But I can hear my luck keep calling me (My music box)
When were worlds apart, you mean the world to me (My music box)
? I will answer (My music box)

I'm fixated on asphyxiating and breakin' this little chick's
Neck like a pixie stick
The sick Satan worshippin', bitches get horse-whippins,
I'm in the back, through the back door, slip in
Through the crack leavin' the corpse drippin'
The mortician of love, sent from above,
forced and treat em all
stingy I've become
Been doin' this for more than a quarter century, I'm just numb
Am I dreamin', is it real Someone pinch me on the buns
The time has come to tie her up, gotta roll me the ladder
I'd had enough of the chatter, climb up to the window, look at her
then climb in and slowly shatter her brain matter and batter her
with the bat, a matter of fact that will splatter her
But before I do that, I'll have a chat to flatter her
Give her two compliments, back-to-back, like Tabatha
I'm your secret admirer, I'm back to ravish ya
So strong is your fight, but your no match for Dracula
Prolonging her plight, as I go back to stabbin' her
Dismember her limbs, simple as that, cadaver her
Zoom in with the lens, then pan back, the camera
Stand back, cuz here comes your man Jack, so Pamela

Cos when the lights are off, I see the girls asleep (My music box)
But I can hear my luck keep calling me (My music box)
When were worlds apart, you mean the world to me (My music box)
? I will answer (My music box)

Cos when the lights are off, I see the girls asleep (My music box)
But I can hear my luck keep calling me (My music box)
When were worlds apart, you mean the world to me (My music box)
? I will answer (My music box)

",3
"We rented a truck and a semi to go

Travel down the long and winding road

Look on the map I think we've been here before,
Close the doors let's roll once more.

Cop on the corner, look he's startin' to write
I don't need no ticket so I screamed out of sight,

Drove so fast that my eyes can't see,

Look in the mirror is he still followin' me?
Let it roll down the highway

Let it roll down the highway,

Roll, roll.

Look at the sign, we're in the wrong place
Come on boys, let's get ready to race

454 coming over the hill

The man on patrol, is going to give us a bill.
The time's real short, you know the distance is long
I'd rather have a jet but it's not in the song
Climb back in the cab, cross your fingers for luck
We gotta keep movie' if we're going to make a buck.
Let it roll down the highway...

",1
"I wish I was a neutron bomb, for once I could go off
I wish I was a sacrifice, but somehow still lived on
I wish I was a sentimental ornament you hung on
The Christmas tree, I wish I was the star that went on top

I wish I was the evidence, I wish I was the grounds
For fifty million hands upraised and open toward the sky

I wish I was a sailor with someone who waited for me
I wish I was as fortunate, as fortunate as me
I wish I was a messenger and all the news was good
I wish I was the full moon shining off your Camaro's hood

I wish I was an alien at home behind the sun
I wish I was the souvenir you kept your house key on
I wish I was the pedal brake that you depended on
I wish I was the verb ""to trust"" and never let you down

I wish I was a radio song, the one that you turned up",2
"Get on your dancing shoes
There's one thing on your mind
Hoping they're looking for you
Sure you'll be rummaging through
Oh, and the shit, shock, horror
You've seen your future bride
Yeah, but it's oh so absurd
For you to say the first word
So you're waiting and waiting and

The only reason that you came
So what you're scared for?
Well, don't you always do the same?
It's what you're there for, don't you know?

The lights are flashing
Down in here tonight
And some might exchange a glance
But keep pretending to dance
Don't act like it's not happening
As if it's impolite
To go and mention your name
Instead you'll just do the same
As they all do and hope for the best

The only reason that you came
So what you're scared for?
Well, don't you always do the same?
It's what you're there for, but no

Get on your dancing shoes
You sexy little swine
Hoping they're looking for you
Sure you'll be rummaging through
And I said the shit, shock, horror
You've seen your future bride, yeah
Yeah, but it's, oh, so absurd
For you to say the first word
So you're waiting and waiting",1
"You're too far to bring you close 
And too high to see below 
Just hangin' on your daily dose 

I know you never needed anyone 
But the rolling papers for your grass 
How can you give what you don't have 

You keep on aiming for the top 
And quit before you sweat a drop 
Feed your empty brain 
With your hydroponic pot 
Start out playing with yourself 
You get more fun within your shell 
Nice to meet you but I gotta go my way 

I'll leave again 'cause I've been waiting in vain 
But you're so in love with yourself 
If I say my heart is sore 
Sounds like a cheap metaphor 
So I won't repeat it no more 

I rather eat my soup with a fork 
Or drive a cab in New York 
'Cause to talk to you is harder work 

So what's the point of wasting all my words 
If it's just the same or even worse 
Than reading poems to a horse 

You keep on aiming for the top 
And quit before you sweat a drop 
Feed your empty brain 
With your hydroponic pot 
I bet you'll find someone like you 
'Cause there's a foot for every shoe 
And I wish you luck but I've other things to do 

I'll leave again 'cause I've been waiting in vain 
But you're so in love with yourself 
If I say my heart is sore 
Sounds like a cheap metaphor 
So I won't repeat it no more 

I'll leave again 'cause I've been waiting in vain 

If I say my heart is sore 
Sounds like a cheap metaphor 

I'll leave again 'cause I've been waiting in vain 
But you're so in love with yourself 
If I say my heart is sore 
Sounds like a cheap metaphor 
So I won't repeat it no more",2
"She's getting out of bed at half past ten
She starts to comb her hair
just an ordinary day
She looks at her reflection off the wall
Why do I care at all
just an ordinary day
An ordinary day that's hurting you
Don't hide out inside yourself
If you only let the sun shines on you
I promise you

You're not alone
when the lights go out at night
When you're feeling lost inside
you're not alone
You're not alone
when your world is falling down
I will be the one around
I will be the one around
you're not alone
You're not alone

She's waiting for the bus it's twelve fifty-nine
She's sitting on her own
just an ordinary day
Just an ordinary day
She's looking at the people passing her by
It could be you and I
They would never dream of slowing down to see
if she's alright
Don't hide out inside yourself
If you only let the sun shines on you
I promise you

You're not alone
when the lights go out at night
When you're feeling lost inside
you're not alone
You're not alone
when you're world is falling down
I will be the one around
you're not alone

You're not alone
 I'm hurting I'm hurting
You're not alone
she's hurting she's hurting
You're not alone
I'm so alone

You're not alone
You're not alone
when the lights go out at night
When you're feeling lost inside
you're not alone
You're not alone
when you're world is falling down
you're not alone

",2
"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?",1
"When I wake up in the morning
feel the sun shine on my face
I get up and I’m yawning
There is so much time I can waste

Cause I need this
God feed me with your love
And take me through the day

Fool me into believing
I don’t care if your deceiving me
I wouldn’t want it any other way
‘Cause then I’d only stay the same

Fool me into believing
I don’t care if your deceiving me

When I wake up in the dawning
And the day is not far away
Find my way in a dark room
That my eyes fail to see through

If God made me
Will Jesus save me?
And take me through the day

Fool me into believing
I don’t care if your deceiving me
I wouldn’t want it any other way
‘Cause then I’d only stay the same

Fool me into believing
I don’t care if your deceiving me
Before I go I need to be
Something more than the skin and bones you see

‘Cause everywhere I go
Everywhere I’ve been
And everywhere I’m going to
I only go with you

Written by Lincoln
",4
"Let's read the trees and their autumn leaves
As they fall like a dress undone
At the end of summers, love will find lovers
Who need the shadow of a winter's sun

Don't tell me you're leaving
We can hide in the evening
It's getting darker than it should
If we read the leaves as they blow in the breeze
Would it stop us now, my love?

Time enough for hard questions,
time enough for all our fears
Time is tougher than we both know yet
time enough for tears

The moon is milk and the sky
where it's spilt, it's magic
And we all need to believe
that we can wake in the dream
It's not as hard as it seems
you know, it's harder to leave

Time enough for being braver,
time enough for all our fears
Time is tougher than we both know yet
time enough for tears

I heard you say
underneath your breath some kind of prayer
I heard you say
underneath your breath
That you never wanna feel this way about anybody else

Time enough for hard questions,
time enough for all our fears
Time, it's tougher than we both know yet
time enough for tears
Time enough for being braver, time enough
I love this time of year
Time, it's tough, it's running away from us
time enough for tears
Time enough...
(I know, I know...)
(It's OK, it's OK...)

",2
"I've got a pocket full of money I shouldn't spend
To drink him away again
My heart stops cold in my chest
There he is in the back of the bar, looking his best

He passes me by and grabs a stranger's hand
He pulls her on the floor to dance
Oh no, I don't understand
He don't even know who I am

He's just an old memory
That don't remember me
And I can't get over him
Though it's been so long since he chose to leave
And I'm a grown woman
I should've already set myself free
From that old memory that don't remember me
He don't remember me

But I remember the smell of his cologne
And tonight he has it on
And I remember the feel of his skin
And I can't help but go back there again

No, he's just an old memory
That don't remember me
And I can't get over him
Though it's been so long since he chose to leave
And I'm a grown woman
I should've already set myself free
From that old memory that don't remember me
He don't remember me",2
"Oo
He talks in eyes only
silently, whispering..
He dives in the river of dreams
(sounds of diving/sinking/bubbles)
 
the mellow Barfi has come..
Barfi is a blister in the foot
Barfii is the light of nights
being silent only, he is upto mischieves
mischievous, he does that non-stop.
 
....
.... Oh God, save me from him
 
He talks in eyes only...
He dives in the river of dreams...
 
He never stops
He never stays
Whenever he sees sorrow
he kicks it with happiness
 
The harmonium of his eyelids (which keep going up and down all the time like a harmonium's air-filler)
He, on the rhythm of heartbeats
keeps on singing lovely songs
 
Don't consider him innocent
He is a very clever player
He will extinguish the sun
such a blow he will give
in the yard, the pond, under the Peepal tree,
He leaves no street..
 
He talks in eyes only...
He dives in the river of dreams...
 
Barfi was sleeping in mother's womb,
The mother ordered the radio of Murphy
The Murphy kid was mother's dream child
When the child came in this world slowly
The father set the station of Ceylon
 
The radio was switched on
The mother got turned off (she died)
Every dream ended
The child sheds tears mute only
The child cannot listen to the rattling toy",1
"I tried to do handstands for you
I tried to do headstands for you
Every time I fell on you
Yeah every time I fell
I tried to do handstands for you
But every time I fell for you
I'm permanently black and blue
Permanently blue for you

I tried to do handstands for you
I tried to do headstands for you
Every time I fell on you
Yeah every time I fell
I tried to do handstands for you
But every time I fell for you
I'm permanently black and blue
Permanently blue for you-woo...
For you-woo...
So black and blue-woo...
For you-woo...

I grabbed some frozen strawberries
So I could ice your bruisy knees
But frozen things they all unfreeze and now I taste like
All those frozen strawberries I used to chill your bruisy knees
Hot July ain't good to me
I'm pink and black and blue
I got bruises on my knees for you
And grass stains on my knees for you
Got holes in my new jeans for you
Got pink and black and blue
Got bruises on my knees for you
And grass stains on my knees for you
Got holes in my new jeans for you
Got pink and black and blue for 	you-woo...
For you-woo...
So black and blue-woo...
For you-woo...
Do-do-o-do-do-do
Do-do-o-do-do-do
Do-do-o-do-do-do
Do-do-o-do-do-do
Do-do-o-do-do-do
Do-do-o-do-do-do
Do-do-o-do-do-do
Do-do-o-do-do-do

",1
"Sailed on a ship of paper
And I sank in the deep of your eyes

I got lost in your graveyard
Now I dream on a bed of knives
I found the map to your maps
I lost the shores for you
But now I'll never get back
'Cause I'm a ghost ship on the blue

Now I hold my poems
For ladies unknown

Until my hands go weak

I'll be a ghost ship on the blue

Birds are in the sky

The land's been gone for days

And all you left was time
To find a solid grave

Pirates never loved
The way that I do

You never said enough
To keep me next to you

Now I hold my poems

For ladies unknown

Until my hands go weak

I'll be a ghost ship on the blue

",2
"i hear the ticking of the clock
I'm lying here the room's pitch dark
I wonder where you are tonight
No answer on the telephone
And the night goes by so very slow
Oh i hope that it won't end though
Alone

Till now i always got by on my own
I never really cared until i met you
And now it chills me to the bone
How do i get you alone
How do i get you alone

You don't know how long i have wanted
To touch your lips and hold you tight
You don't know how long i have waited
And i was going to tell you tonight
But the secret is still my own
And my love for you is still unknown
Alone

Till now i always got by on my own
I never really cared until i met you
And now it chills me to the bone
How do i get you alone
How do i get you alone
How do i get you alone
How do i get you alone
Alone, alone
",2
"""I don't think I want this anymore,""
As she drops the ring to the floor
She says to herself, ""You've left before,"" (yeah)
""This time you will stay gone, that's for sure."" (yeah)

And he shouted something as
She dragged her suitcase down the path
To the driveway
She had never gone that far

Normally this would be
The time that she
Would let him talk her out of leaving
But this time, without crying,
As she got into her car, she said,

""No
'Happily Never After'
That just ain't for me
Because finally
I know
I deserve better, after all (ooooh)
I'll never let another teardrop fall."" (FaLl)

As she drove away she starts to smile, yeah
Realized she hadn't for a while
No destination, she drove for miles
Wondering why she stayed in such denial

She was laughing about the way he shouted something as
(shouted something as)
She dragged her suitcase down the path
To the driveway (to the driveway),
She had never gone that far (oh, no)

Normally this would be, the time that she (yeah)
Would let him talk her out of leaving,
But this time, without crying,
As she got into her car, she said

""No
'Happily Never After'
That just ain't for me
(that just ain't for me)
Because finally,
I know I deserve better
After all
(that just ain't for me, yeah, yeah yeah, yeah)
I'll never let another teardrop fall.""

I'm done, I'm done, said I'm so done, (so done, yeah)
I'm free, I'm free, so free
Free to feel the way I feel, yeah.

She inhales a breath she'd never breathed before
Don't want no drama no more.

'Cause she says "" No
'Happily Never After' (after)
That just ain't for me"" (oh, oh)

""I know (I know)
I deserve, after all (ooooh/Don't wanna be/breathe)
I know I'll never let another teardrop fall""
(I'm done, I'm done)
""No
'Happily Never After' (so done)
(I'm free, I, free)
That just ain't for me"" (that just ain't for me)
because finally,
I know (I'm done, I'm done) I deserve better (so done), after all
(I'm free, I'm free)/(ooooooooo)
I'll never let another teardrop fall""

(trailing vocals, ""I'm done, ""I'm done"" ""I'm done"",
""I'm done, so done, so done"")
Said I'm done, I'm done, I'm done

",2
"Some day, when I'm awfully low,
And the world is cold,
I will feel a glow just thinking of you...
And the way you look tonight.

But you're lovely, with your smile so warm
And your cheek so soft,
There is nothing for me but to love you,
Just the way you look tonight.

With each word your tenderness grows,
Tearing my soul apart...
And that laugh that wrinkles your nose,
Touches my foolish heart.

But you're lovely, never never change.
Keep that breathless charm.
Won't you please arrange it ?
'Cause I love you
Just the way you look tonight.

But you're lovely, never never change.
Keep that breathless charm.
Won't you please arrange it ?
'Cause I love you
Just the way you look
Just the way you look
Just the way you look tonight.

",4
"Only you can have my soul
Oh, oh, oh, you can have it all
Everything you want, my heart, my love
To you baby love forever

Let me explain how I feel about you
First it's to easy to say I need, I love you
I will try to describe what I mean, how it feels like
For that, I use worked melodies sincere

You were my heaven on earth, the light of myself
Through you I gave birth, you made me a woman
Every colour of my world, that's what you are
Like a lion rules the jungle you rule my heart

Thank you, you turn my nights into days
'Cause every second and a minute of each hour I need to see your face
I need you, touch you, smell you, hug you, all through the day
Kiss you, hug you, smell you, touch you, teas you, please you and say your name

No matter what we'll be, with you and me
You'll always have my soul, my heart, my love my everything x2",1
"Alright, I'm leaving now.
Please remember me in your prayers,
keep the taste of my name
on your tongue...
 
Keep my good deeds
in the box of your heart,
and also keep my greetings
in the letters and telegrams.
 
I have taken your darkness upon myself,
and named my bright shining star to you.
Oh my moon,
Oh my, my moon,
Oh my beloved moon..
Oh my beloved.
 
Although I'm no longer in your gatherings,
there is no sadness,
there is no sadness..
stories of ours of our closenesses,
aren't any less,
aren't any less
so many times I have turned
my mornings into evenings sitting in your presence.
 
Oh my moon,
Oh my, my moon,
Oh my beloved moon..
Oh my beloved.
 
I'm turning away from your path and leaving,
Just like the sandalwood, leaving my fragrance with you...
Leaving my heart's desire under your pillow.
covering myself in a simple cotton cloth as I take my leave.",2
"From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
And walked away with your heart

From a Jack to a King
With no regret I stacked the cards last night
And lady luck played her hand just right
To make me King of your heart
For just a little while
I thought that I might lose the game
Then just in time
I saw the twinkle in your eye

From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
You made me King of your heart

For just a little while
I thought that I might lose the game
Then just in time
I saw the twinkle in your eye
From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
You made me King of your heart",1
"Well I wonder could it be
When I was dreaming about you baby
You were dreaming of me
Call me crazy
Call me blind
To still be suffering is stupid after 
all of this time
Did I lose my love to someone better
And does she love you like I do
I do, you know I really really do
Well hey
So much I need to say
Been lonely since the day
The day you went away
So sad but true
For me there's only you
Been crying since the day
The day you went away

I remember date and time
September twenty second
Sunday twenty five after nine
In the doorway with your case
No longer shouting at each other
There were tears on our faces
And we were letting go of something special
Something we'll never have again
I know, I guess I really really know
Well hey
So much I need to say
Been lonely since the day
The day you went away
So sad but true
For me there's only you
Been crying since the day
The day you went away
The day you went away
The day you went away

Did I lose my love to someone better
And does she love you like I do
I do, you know I really really do
Well hey
So much I need to say
Been lonely since the day
The day you went away
So sad but true
For me there's only you
Been crying since the day
The day you went away
Why do we never know 
what we've got till it's gone
How could I carry on
The day you went away
Cause I've been missing you so much 
I have to say
Been crying since the day
The day you went away
The day you went away
The day you went away

",2
"how should i tell you that why i am loving you
o beloved, i am not able to tell you
the talks of my heart, my eyes are explaining to you
you didn't know it, you are not knowing
even after meeting we didn't meet
with you don't know why there is distance of miles
with you don't know why there is a strange chain
for you i don't know why i have dreams
with you i don't know
how should i tell you that why i am loving you
o beloved, i am not able to tell you
the talks of my heart, my eyes are explaining to you
but you didn't know it, you are not knowing
the one who resides in my eyes
matches with you completely
were it your eyes or your talks
which became desire of my heart
even though you are near to me, even though you are my desire
even though there are feelings, you are not my, this is the state
i have complain that don't know why i have distances of miles with you
you don't know
you don't know, you don't know, you don't know, you don't know
dont know, dont know, dont know, dont know
you don't know
in my thoughts i have said lacs of things
but didn't say anything in front of you
becoming somebody else’s, you didn't become strange to me
see that you didn't became my only
i feel regretted, my heart also cries
it is decorating dreams, it has become mad and thinking
that we were met, don't know why there are distance of miles with you
with you don't know why there is a strange chain
for you i don't know why i have dreams
don't know why with you
how should i tell you that why i am loving you
o beloved, i am not able to tell you
the talks of my heart my eyes are explaining to you
but you didn't know it, you are not knowing",2
"They call me Big L'y, Big Silly
Big Money, Big Billy
When I'm slidin in them all can ya hear me?
I be sexin wit these bars so ya feel me
Let me grip it up for 'cause in the back
Let me grip it get a buzz in ya hat
I'm a tell ya how to cause an attack
Timbaland, Ladies Love on the track
Lovely get the ice, pop champagne
Don't forget I used to ride on the train
When I bump it right, call my name
Go crazy in the mall wit James
Dump that, not ill like me
Bring the women in to chill for free
Let me tell ya girl, don't try me
You better have ID

When we be up in the club
We be postin' the back
When we be in the club
Girl always come to the back
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung

When we be up in the club
We be postin' the back
When we be in the club
Girl always come to the back
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung

Lord have mercy! If the broad is thirsty
I'll have her man reimburse me
The part that hurts me, is when they try to work me
But I could never let ya jerk me
Steady stickin' to the wall, give it up
Sneakin' through the back door live it up
Got the champagne, pour me a cup
Got the girls lookin' raw in the front
Got a call your man's in town
Tell the bar, a-nother round
Got all my man's holdin' me down
Kinda thick ma, let's get down, so get wit it
I'm sayin' what time wanna dip wit it?
Got playas on the grind, wanna skip wit it
Backstage you mine, I'm a spit wit it, hey!

When we be up in the club
We be postin' the back
When we be in the club
Girl always come to the back
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung

When we be up in the club
We be postin' the back
When we be in the club
Girl always come to the back
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung

Hey ladies! (Yeah!) no need to get your hair done
I said yo ladies! (Yeah!) no need to get your hair done
I'ma get your head sprung, I'ma get your head sprung
I'ma get your head sprung, I'ma get your head sprung
I said yo fellas (Yo!) no need to throw them ones
I said yo fellas (Yo!) no need to throw them ones
I'ma get your head sprung, I'ma get your head sprung
I'ma get your head sprung, I'ma get your head sprung (Hey!)

When we be up in the club
We be postin' the back
When we be in the club
Girl always come to the back
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung

When we be up in the club
We be postin' the back
When we be in the club
Girl always come to the back
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung
And we 'bout to get our head sprung

Yeah! Keep chillin' wit 'em, yeah",1
"Finally I felt the calming breeze
Stepping out to watch the final scene.
After all it’s you, my pride, and me.
I can speak whatever I can speak.
You see.

Now I found the way to meet the means.
Faker face to make the kingdom clean.
After all it’s me, the king, and the beast.
Whatever… whatever… I can’t speak
A thing.

How can I explain my winded feet?
Cut them off in 2nd Mark it seems.
Cut me off before I start to see.
But I can cry as long as my deceit.
You see?
Me.
See.
Me.
Me. Me. Me.

Sound. I’m a dead neck, what a habit,
so I’ll dig it up and bury it in
Ground. What broke head, I think I’m dyin’,
I need another one to incubate the
Sound. What broke head, what a habit,
I need another and another one
The Ground. What a dead head, I think I’m dyin’,
I think I’m dyin’ for another one
The Sound. What a broke neck, what a lion,
I need another and another one
The Sound. What a cheap trick,
what a habit, what a habit when I need it yeah
The Sound. What a dead neck, what a lion,
I need another and another one
The Sound. What a cheap trick,
what a habit, I think I’m dyin’ for
The Sound. What a dead neck,
what a habit, I think I’ll dig up and bury it in
Ground. What a broke head,
I think I’m dyin’, I think dyin’.

",3
"It's looking out
From inside
A Christmas bonus
To last forever
You think you're ready, don't you

It's a mosquito coil
Where boys and girls
Trying to stop
Their heads spinning
A mosquito coil
An instant supernova
For beginners

Once you're in
You can't get out
Dashboard Jesus
Has your number
And please remember me
In your circle of friends

What's killing you
Is killing me
One fling leads to another",2
"The moon was shining on the lake at night
The slayer T-shirt fit the scene just right
Your smeared mascara
I looked into your eyes and saw a light

You told me stories about your chickadees
They didn't like BB guns or stupid archery
And John the lifeguard,
He let them use the pool all day for free

Then the conversation stopped
And I looked down at my feet
I was next to you and you were right there next to me
Then I said:
(Chrous)
Girl, if you're wondering if I want you to (I want you to)
I want you to
So make them move (make them move)
cause I ain't got all night
(Verse 2)
The rest of the summer was the best we've ever had
We watched Titanic and it didn't make us sad
I took you to Best Buy
You took me home to meet your mom and dad

Your mom cooked meat loaf, even though I don't eat meat
I dug you so much, I took some for the team
Your dad was silent
His eyes were fixed to what was on TV

And the conversation stopped, and I looked down at the ring
Your folks were next to you
And you were right there next to me
And I said:
(Chrous)
Girl, if you're wondering if I want you to (I want you to)
I want you to (I want you to)
I swear it's true (swear it's true)
Without you my heart is blue

Girl, if you're wondering if I want you to (I want you to)
I want you to (I want you to)
So make the move (make the move)
cause I ain't got all night
(Bridge)
So much pain may come our way
There may come a day when we have nothing left to say
(Verse 3)
When the conversation stops and we're facing our defeat
I'll be next to you and you'll be right there next to me
Then I'll say:
(Chrous)
Girl, if you're wondering if I want you to (I want you to)
I want you to (I want you to)
I swear it's true (swear it's true)
Without you my heart is blue
Ooooooh
Girl, if you're wondering if I want you to (I want you to)
I want you to (I want you to)
So make the move (make the move)
Cause I ain't got all night

",1
